ensembl_gene_id external_gene_name
ENSG00000166450 PRTG
ENSG00000166569 CPLX4
ENSG00000166770 ZNF667-AS1
ENSG00000166869 CHP2
ENSG00000166922 SCG5
ENSG00000167105 TMEM92
ENSG00000167207 NOD2
ENSG00000167216 KATNAL2
ENSG00000167371 PRRT2
ENSG00000167536 DHRS13
ENSG00000167617 CDC42EP5
ENSG00000167968 DNASE1L2
ENSG00000167972 ABCA3
ENSG00000167995 BEST1
ENSG00000168255 POLR2J3
ENSG00000168477 TNXB
ENSG00000168505 GBX2
ENSG00000168754 FAM178B
ENSG00000168779 SHOX2
ENSG00000168824 NSG1
ENSG00000168952 STXBP6
ENSG00000168970 JMJD7-PLA2G4B
ENSG00000169122 FAM110B
ENSG00000169169 CPT1C
ENSG00000169271 HSPB3
ENSG00000169436 COL22A1
ENSG00000169550 MUC15
ENSG00000169758 TMEM266
ENSG00000169946 ZFPM2
ENSG00000170323 FABP4
ENSG00000170423 KRT78
ENSG00000170454 KRT75
ENSG00000170558 CDH2
ENSG00000170775 GPR37
ENSG00000171227 TMEM37
ENSG00000171658 NMRAL2P
ENSG00000171791 BCL2
ENSG00000171819 ANGPTL7
ENSG00000171916 LGALS9C
ENSG00000172264 MACROD2
ENSG00000172379 ARNT2
ENSG00000172382 PRSS27
ENSG00000172716 SLFN11
ENSG00000172828 CES3
ENSG00000172915 NBEA
ENSG00000173212 MAB21L3
ENSG00000173557 FAM166C
ENSG00000173918 C1QTNF1
ENSG00000174004 NRROS
ENSG00000174370 C11orf45
ENSG00000174599 TRAM1L1
ENSG00000175121 WFDC5
ENSG00000175155 YPEL2
ENSG00000175164 ABO
ENSG00000175426 PCSK1
ENSG00000175745 NR2F1
ENSG00000175772 LINC01106
ENSG00000175785 PRIMA1
ENSG00000175806 MSRA
ENSG00000175841 FAM172BP
ENSG00000176485 PLAAT3
ENSG00000176593 AC008969.1
ENSG00000176595 KBTBD11
ENSG00000176678 FOXL1
ENSG00000176884 GRIN1
ENSG00000176920 FUT2
ENSG00000176928 GCNT4
ENSG00000177098 SCN4B
ENSG00000177191 B3GNT8
ENSG00000177374 HIC1
ENSG00000177380 PPFIA3
ENSG00000177406 NINJ2-AS1
ENSG00000177465 ACOT4
ENSG00000177614 PGBD5
ENSG00000177685 CRACR2B
ENSG00000177707 NECTIN3
ENSG00000177989 ODF3B
ENSG00000178222 RNF212
ENSG00000178343 SHISA3
ENSG00000178372 CALML5
ENSG00000178401 DNAJC22
ENSG00000178878 APOLD1
ENSG00000178919 FOXE1
ENSG00000178934 LGALS7B
ENSG00000178977 LINC00324
ENSG00000179083 FAM133A
ENSG00000179133 C10orf67
ENSG00000179314 WSCD1
ENSG00000179388 EGR3
ENSG00000179593 ALOX15B
ENSG00000179776 CDH5
ENSG00000179841 AKAP5
ENSG00000180155 LYNX1
ENSG00000180229 HERC2P3
ENSG00000180287 PLD5
ENSG00000180438 TPRXL
ENSG00000180535 BHLHA15
ENSG00000180660 MAB21L1
ENSG00000181031 RPH3AL
ENSG00000181409 AATK
ENSG00000182103 FAM181B
ENSG00000182175 RGMA
ENSG00000182310 SPACA6
ENSG00000182636 NDN
ENSG00000182759 MAFA
ENSG00000183023 SLC8A1
ENSG00000183092 BEGAIN
ENSG00000183145 RIPPLY3
ENSG00000183317 EPHA10
ENSG00000183496 MEX3B
ENSG00000183506 PI4KAP2
ENSG00000183638 RP1L1
ENSG00000183760 ACP7
ENSG00000183914 DNAH2
ENSG00000184194 GPR173
ENSG00000184319 RPL23AP82
ENSG00000184497 TMEM255B
ENSG00000184719 RNLS
ENSG00000185008 ROBO2
ENSG00000185339 TCN2
ENSG00000185519 FAM131C
ENSG00000185532 PRKG1
ENSG00000185668 POU3F1
ENSG00000185838 GNB1L
ENSG00000185862 EVI2B
ENSG00000186197 EDARADD
ENSG00000186523 FAM86B1
ENSG00000186684 CYP27C1
ENSG00000186806 VSIG10L
ENSG00000187187 ZNF546
ENSG00000187398 LUZP2
ENSG00000187554 TLR5
ENSG00000187595 ZNF385C
ENSG00000187634 SAMD11
ENSG00000188089 PLA2G4E
ENSG00000188277 C15orf62
ENSG00000188315 C3orf62
ENSG00000188368 PRR19
ENSG00000188373 C10orf99
ENSG00000188505 NCCRP1
ENSG00000188707 ZBED6CL
ENSG00000188738 FSIP2
ENSG00000188747 NOXA1
ENSG00000188825 LINC00910
ENSG00000188897 AC099489.1
ENSG00000188906 LRRK2
ENSG00000189001 SBSN
ENSG00000189056 RELN
ENSG00000189184 PCDH18
ENSG00000189283 FHIT
ENSG00000189369 GSPT2
ENSG00000189420 ZFP92
ENSG00000196154 S100A4
ENSG00000196196 HRCT1
ENSG00000196208 GREB1
ENSG00000196440 ARMCX4
ENSG00000196668 LINC00173
ENSG00000196724 ZNF418
ENSG00000196730 DAPK1
ENSG00000196967 ZNF585A
ENSG00000197582 GPX1P1
ENSG00000197646 PDCD1LG2
ENSG00000197816 CCDC180
ENSG00000197847 SLC22A20P
ENSG00000197915 HRNR
ENSG00000198046 ZNF667
ENSG00000198125 MB
ENSG00000198133 TMEM229B
ENSG00000198406 BZW1P2
ENSG00000198496 NBR2
ENSG00000198515 CNGA1
ENSG00000198598 MMP17
ENSG00000198626 RYR2
ENSG00000198774 RASSF9
ENSG00000199426 RNU1-108P
ENSG00000202515 VTRNA1-3
ENSG00000203497 PDCD4-AS1
ENSG00000203666 EFCAB2
ENSG00000203706 SERTAD4-AS1
ENSG00000203709 MIR29B2CHG
ENSG00000203724 C1orf53
ENSG00000203780 FANK1
ENSG00000203805 PLPP4
ENSG00000204261 PSMB8-AS1
ENSG00000204381 LAYN
ENSG00000204385 SLC44A4
ENSG00000204421 LY6G6C
ENSG00000204866 IGFL2
ENSG00000205325 AC005863.1
ENSG00000205683 DPF3
ENSG00000205978 NYNRIN
ENSG00000206073 SERPINB4
ENSG00000206190 ATP10A
ENSG00000206341 HLA-H
ENSG00000206530 CFAP44
ENSG00000206535 LNP1
ENSG00000207563 MIR23B
ENSG00000207864 MIR27B
ENSG00000210049 MT-TF
ENSG00000210144 MT-TY
ENSG00000210184 MT-TS2
ENSG00000212694 LINC01089
ENSG00000213397 HAUS7
ENSG00000213654 GPSM3
ENSG00000214021 TTLL3
ENSG00000214140 PRCD
ENSG00000214654 B3GNT10
ENSG00000214796 AC098934.1
ENSG00000214826 DDX12P
ENSG00000214922 HLA-F-AS1
ENSG00000215039 CD27-AS1
ENSG00000215861 AC245297.1
ENSG00000217455 AC073316.1
ENSG00000217801 AL390719.1
ENSG00000218226 TATDN2P2
ENSG00000219607 PPP1R3G
ENSG00000219891 ZSCAN12P1
ENSG00000220323 H2BC19P
ENSG00000221817 PPP3CB-AS1
ENSG00000221890 NPTXR
ENSG00000222009 BTBD19
ENSG00000223396 RPS10P7
ENSG00000223891 OSER1-DT
ENSG00000224167 LINC01357
ENSG00000224186 C5orf66
ENSG00000224592 MIR3659HG
ENSG00000224596 ZMIZ1-AS1
ENSG00000224616 RTCA-AS1
ENSG00000224652 LINC00885
ENSG00000224914 LINC00863
ENSG00000225614 ZNF469
ENSG00000225695 HNRNPA1P35
ENSG00000225855 RUSC1-AS1
ENSG00000226237 GAS1RR
ENSG00000227471 AKR1B15
ENSG00000227533 SLC2A1-AS1
ENSG00000227799 AC012358.3
ENSG00000228175 GEMIN8P4
ENSG00000228477 AL663070.2
ENSG00000228526 MIR34AHG
ENSG00000228549 BX284668.2
ENSG00000228672 PROB1
ENSG00000228705 LINC00659
ENSG00000229124 VIM-AS1
ENSG00000229544 NKX1-2
ENSG00000229771 AL035665.1
ENSG00000230091 TMEM254-AS1
ENSG00000230183 CNOT6LP1
ENSG00000230216 HSPB1P2
ENSG00000230408 BZW1-AS1
ENSG00000230587 LINC02580
ENSG00000230836 LINC01293
ENSG00000231113 AL035587.1
ENSG00000231185 SPRY4-AS1
ENSG00000231187 AL356056.2
ENSG00000231203 KRT8P10
ENSG00000231298 MANCR
ENSG00000231645 KRT17P6
ENSG00000231806 PCAT7
ENSG00000231870 KRT17P3
ENSG00000232316 LINC02518
ENSG00000232656 IDI2-AS1
ENSG00000233006 MIR3936HG
ENSG00000233184 AC093157.1
ENSG00000233237 LINC00472
ENSG00000233369 GTF2IP4
ENSG00000233559 LINC00513
ENSG00000233695 GAS6-AS1
ENSG00000234076 TPRG1-AS1
ENSG00000234155 LINC02535
ENSG00000234338 AC073349.2
ENSG00000234456 MAGI2-AS3
ENSG00000234465 PINLYP
ENSG00000234840 LINC01239
ENSG00000235092 ID2-AS1
ENSG00000235314 LINC00957
ENSG00000235538 AL078602.1
ENSG00000236081 ELFN1-AS1
ENSG00000236264 RPL26P30
ENSG00000236816 ANKRD20A7P
ENSG00000237149 ZNF503-AS2
ENSG00000237187 NR2F1-AS1
ENSG00000237330 RNF223
ENSG00000237380 HOXD-AS2
ENSG00000237440 ZNF737
ENSG00000237886 NALT1
ENSG00000237975 FLG-AS1
ENSG00000238207 AC009312.1
ENSG00000239264 TXNDC5
ENSG00000239332 LINC01119
ENSG00000239389 PCDHA13
ENSG00000239556 AC004951.2
ENSG00000239779 WBP1
ENSG00000239900 ADSL
ENSG00000240038 AMY2B
ENSG00000240602 AADACP1
ENSG00000241106 HLA-DOB
ENSG00000241288 LINC02614
ENSG00000241316 SUCLG2-AS1
ENSG00000242147 LINC02657
ENSG00000243753 HLA-L
ENSG00000245248 USP2-AS1
ENSG00000245849 RAD51-AS1
ENSG00000245954 LINC02273
ENSG00000246273 SBF2-AS1
ENSG00000246575 AC093162.3
ENSG00000246763 RGMB-AS1
ENSG00000246859 STARD4-AS1
ENSG00000246898 LINC00920
ENSG00000248019 FAM13A-AS1
ENSG00000248370 LINC02434
ENSG00000248568 KRT8P48
ENSG00000248994 AC124852.1
ENSG00000249407 IL20RB-AS1
ENSG00000249784 SCARNA22
ENSG00000249867 LINC02742
ENSG00000249992 TMEM158
ENSG00000250067 YJEFN3
ENSG00000250072 SH3TC2-DT
ENSG00000250120 PCDHA10
ENSG00000250420 AACSP1
ENSG00000251003 ZFPM2-AS1
ENSG00000251076 AC104126.1
ENSG00000251139 AC084871.2
ENSG00000251669 FAM86EP
ENSG00000253161 LINC01605
ENSG00000253417 LINC02159
ENSG00000253910 PCDHGB2
ENSG00000254338 MAFA-AS1
ENSG00000254615 AC027031.2
ENSG00000254703 SENCR
ENSG00000254815 LMNTD2-AS1
ENSG00000255031 AP002807.1
ENSG00000255150 EID3
ENSG00000255200 PGAM1P8
ENSG00000255561 FDXACB1
ENSG00000256268 LINC02454
ENSG00000256463 SALL3
ENSG00000256812 CAPNS2
ENSG00000257219 LNCOG
ENSG00000257315 ZBED6
ENSG00000257556 LINC02298
ENSG00000258311 AC009779.4
ENSG00000258441 LINC00641
ENSG00000258590 NBEAP1
ENSG00000258920 FOXN3-AS1
ENSG00000259178 AC023906.2
ENSG00000259291 ZNF710-AS1
ENSG00000259863 SH3RF3-AS1
ENSG00000259868 AL163952.1
ENSG00000259884 NR4A1AS
ENSG00000259974 LINC00261
ENSG00000260193 LINC02846
ENSG00000260428 SCX
ENSG00000260597 AC012531.1
ENSG00000260810 AL135818.2
ENSG00000260947 AL356489.2
ENSG00000261087 ZNNT1
ENSG00000261115 TMEM178B
ENSG00000261770 AC006504.1
ENSG00000261799 AC007406.5
ENSG00000262454 MIR193BHG
ENSG00000262580 AC087741.1
ENSG00000262902 MTCO1P40
ENSG00000262903 AC027796.4
ENSG00000262943 ALOX12P2
ENSG00000263006 ROCK1P1
ENSG00000263155 MYZAP
ENSG00000263335 AF001548.2
ENSG00000263874 LINC00672
ENSG00000264350 SNRPGP2
ENSG00000264577 AC010761.1
ENSG00000266714 MYO15B
ENSG00000267056 AC005336.1
ENSG00000267080 ASB16-AS1
ENSG00000267279 AC090409.1
ENSG00000267480 AP001542.3
ENSG00000268089 GABRQ
ENSG00000268307 LINC02560
ENSG00000268575 AL031282.2
ENSG00000268621 IGFL2-AS1
ENSG00000269019 HOMER3-AS1
ENSG00000269609 RPARP-AS1
ENSG00000269821 KCNQ1OT1
ENSG00000269954 AC022239.1
ENSG00000270605 AL353622.1
ENSG00000270607 AC009549.1
ENSG00000271605 MILR1
ENSG00000271795 AC011337.1
ENSG00000272141 AL390719.2
ENSG00000272335 AC093297.2
ENSG00000272419 LINC01145
ENSG00000272512 AL645608.7
ENSG00000272631 AC067750.1
ENSG00000272655 POLR2J4
ENSG00000272808 AC015712.6
ENSG00000272841 AL139393.3
ENSG00000272849 AC084018.1
ENSG00000272970 AC107294.2
ENSG00000273033 LINC02035
ENSG00000273108 AL121929.3
ENSG00000273151 AC073957.3
ENSG00000273213 H3-2
ENSG00000273381 AL158071.5
ENSG00000273769 U52112.1
ENSG00000274471 AC242376.2
ENSG00000275004 ZNF280B
ENSG00000275437 AL121832.3
ENSG00000275880 AL139385.1
ENSG00000276710 CSPG4P10
ENSG00000276851 AC002401.4
ENSG00000276900 AC023157.3
ENSG00000277147 LINC00869
ENSG00000277511 AC116407.2
ENSG00000277758 FO681492.1
ENSG00000278493 AC039056.2
ENSG00000278709 NKILA
ENSG00000279253 AL121753.2
ENSG00000279476 AC092139.3
ENSG00000279605 AC067930.5
ENSG00000280202 AC005831.1
ENSG00000280239 AC011498.7
ENSG00000280594 BTG3-AS1
ENSG00000280832 GSEC
ENSG00000281332 LINC00997
ENSG00000281404 LINC01176
ENSG00000282851 BISPR
ENSG00000284526 AC015802.6
ENSG00000285106 AC016831.6
ENSG00000285517 AC010198.2
ENSG00000285816 AP000944.5
ENSG00000285825 CCDC15-DT
ENSG00000285906 AC083855.2
ENSG00000285972 CERNA2
ENSG00000286169 AHRR
ENSG00000286451 AL499602.1
ENSG00000286587 AL133335.2
ENSG00000286797 AC009315.1
ENSG00000286964 AL136169.1
ENSG00000287263 AC008875.3
ENSG00000287335 AL139351.3
ENSG00000287550 AL450345.2
ENSG00000287656 AL591069.1
ENSG00000287692 AC053545.1
ENSG00000287778 AC006230.1
ENSG00000287839 AL353807.5
ENSG00000288559 AC016394.4
ENSG00000000938 FGR
ENSG00000004838 ZMYND10
ENSG00000004948 CALCR
ENSG00000005187 ACSM3
ENSG00000007174 DNAH9
ENSG00000008056 SYN1
ENSG00000008517 IL32
ENSG00000009724 MASP2
ENSG00000009790 TRAF3IP3
ENSG00000018869 ZNF582
ENSG00000019186 CYP24A1
ENSG00000019582 CD74
ENSG00000028137 TNFRSF1B
ENSG00000044524 EPHA3
ENSG00000054219 LY75
ENSG00000056291 NPFFR2
ENSG00000064205 CCN5
ENSG00000064692 SNCAIP
ENSG00000064989 CALCRL
ENSG00000065989 PDE4A
ENSG00000069188 SDK2
ENSG00000071909 MYO3B
ENSG00000072163 LIMS2
ENSG00000072858 SIDT1
ENSG00000073067 CYP2W1
ENSG00000073146 MOV10L1
ENSG00000074966 TXK
ENSG00000075043 KCNQ2
ENSG00000075886 TUBA3D
ENSG00000077274 CAPN6
ENSG00000077522 ACTN2
ENSG00000079385 CEACAM1
ENSG00000082684 SEMA5B
ENSG00000091129 NRCAM
ENSG00000091137 SLC26A4
ENSG00000092421 SEMA6A
ENSG00000095637 SORBS1
ENSG00000095752 IL11
ENSG00000095970 TREM2
ENSG00000096006 CRISP3
ENSG00000099840 IZUMO4
ENSG00000099960 SLC7A4
ENSG00000100027 YPEL1
ENSG00000100399 CHADL
ENSG00000100985 MMP9
ENSG00000101049 SGK2
ENSG00000101096 NFATC2
ENSG00000101280 ANGPT4
ENSG00000101353 MROH8
ENSG00000102109 PCSK1N
ENSG00000102230 PCYT1B
ENSG00000102760 RGCC
ENSG00000102837 OLFM4
ENSG00000103056 SMPD3
ENSG00000103154 NECAB2
ENSG00000103528 SYT17
ENSG00000104044 OCA2
ENSG00000104327 CALB1
ENSG00000104432 IL7
ENSG00000104894 CD37
ENSG00000105388 CEACAM5
ENSG00000105549 THEG
ENSG00000106006 HOXA6
ENSG00000106526 ACTR3C
ENSG00000107736 CDH23
ENSG00000108001 EBF3
ENSG00000108244 KRT23
ENSG00000108309 RUNDC3A
ENSG00000108556 CHRNE
ENSG00000108684 ASIC2
ENSG00000108759 KRT32
ENSG00000110195 FOLR1
ENSG00000110203 FOLR3
ENSG00000110324 IL10RA
ENSG00000110446 SLC15A3
ENSG00000110777 POU2AF1
ENSG00000110799 VWF
ENSG00000111186 WNT5B
ENSG00000111218 PRMT8
ENSG00000111341 MGP
ENSG00000111913 RIPOR2
ENSG00000112246 SIM1
ENSG00000112333 NR2E1
ENSG00000112530 PACRG
ENSG00000112562 SMOC2
ENSG00000112852 PCDHB2
ENSG00000113555 PCDH12
ENSG00000114646 CSPG5
ENSG00000114757 PEX5L
ENSG00000115257 PCSK4
ENSG00000115423 DNAH6
ENSG00000115590 IL1R2
ENSG00000116183 PAPPA2
ENSG00000117477 CCDC181
ENSG00000117598 PLPPR5
ENSG00000118298 CA14
ENSG00000118557 PMFBP1
ENSG00000120471 TP53AIP1
ENSG00000120659 TNFSF11
ENSG00000120675 DNAJC15
ENSG00000122824 NUDT10
ENSG00000123405 NFE2
ENSG00000123407 HOXC12
ENSG00000123453 SARDH
ENSG00000123572 NRK
ENSG00000123612 ACVR1C
ENSG00000123685 BATF3
ENSG00000124140 SLC12A5
ENSG00000124490 CRISP2
ENSG00000124602 UNC5CL
ENSG00000124664 SPDEF
ENSG00000125046 SSUH2
ENSG00000125531 FNDC11
ENSG00000125998 FAM83C
ENSG00000126217 MCF2L
ENSG00000126733 DACH2
ENSG00000126882 FAM78A
ENSG00000127578 WFIKKN1
ENSG00000127589 TUBBP1
ENSG00000127928 GNGT1
ENSG00000127954 STEAP4
ENSG00000128298 BAIAP2L2
ENSG00000128596 CCDC136
ENSG00000128606 LRRC17
ENSG00000128656 CHN1
ENSG00000129295 LRRC6
ENSG00000129437 KLK14
ENSG00000130203 APOE
ENSG00000130649 CYP2E1
ENSG00000130711 PRDM12
ENSG00000130943 PKDREJ
ENSG00000131097 HIGD1B
ENSG00000131477 RAMP2
ENSG00000132517 SLC52A1
ENSG00000132688 NES
ENSG00000132692 BCAN
ENSG00000133067 LGR6
ENSG00000133107 TRPC4
ENSG00000133328 PLAAT2
ENSG00000134240 HMGCS2
ENSG00000134258 VTCN1
ENSG00000134716 CYP2J2
ENSG00000134765 DSC1
ENSG00000134769 DTNA
ENSG00000135312 HTR1B
ENSG00000135437 RDH5
ENSG00000135549 PKIB
ENSG00000135917 SLC19A3
ENSG00000135929 CYP27A1
ENSG00000136457 CHAD
ENSG00000136514 RTP4
ENSG00000136859 ANGPTL2
ENSG00000136999 CCN3
ENSG00000137265 IRF4
ENSG00000137673 MMP7
ENSG00000137727 ARHGAP20
ENSG00000137825 ITPKA
ENSG00000138152 BTBD16
ENSG00000138207 RBP4
ENSG00000138336 TET1
ENSG00000138378 STAT4
ENSG00000138395 CDK15
ENSG00000138449 SLC40A1
ENSG00000138606 SHF
ENSG00000138615 CILP
ENSG00000138650 PCDH10
ENSG00000139055 ERP27
ENSG00000139200 PIANP
ENSG00000139209 SLC38A4
ENSG00000139304 PTPRQ
ENSG00000139915 MDGA2
ENSG00000139971 ARMH4
ENSG00000139988 RDH12
ENSG00000140009 ESR2
ENSG00000140274 DUOXA2
ENSG00000140297 GCNT3
ENSG00000140986 RPL3L
ENSG00000141506 PIK3R5
ENSG00000141854 MISP3
ENSG00000142233 NTN5
ENSG00000142552 RCN3
ENSG00000142609 CFAP74
ENSG00000142973 CYP4B1
ENSG00000143001 TMEM61
ENSG00000143595 AQP10
ENSG00000144152 FBLN7
ENSG00000144278 GALNT13
ENSG00000144331 ZNF385B
ENSG00000144355 DLX1
ENSG00000144642 RBMS3
ENSG00000144857 BOC
ENSG00000145248 SLC10A4
ENSG00000145626 UGT3A1
ENSG00000146001 PCDHB18P
ENSG00000146151 HMGCLL1
ENSG00000146966 DENND2A
ENSG00000147041 SYTL5
ENSG00000147573 TRIM55
ENSG00000147576 ADHFE1
ENSG00000148288 GBGT1
ENSG00000148488 ST8SIA6
ENSG00000149150 SLC43A1
ENSG00000149380 P4HA3
ENSG00000149922 TBX6
ENSG00000151006 PRSS53
ENSG00000151468 CCDC3
ENSG00000154133 ROBO4
ENSG00000154188 ANGPT1
ENSG00000154678 PDE1C
ENSG00000156218 ADAMTSL3
ENSG00000156395 SORCS3
ENSG00000156968 MPV17L
ENSG00000157388 CACNA1D
ENSG00000158486 DNAH3
ENSG00000158887 MPZ
ENSG00000160229 ZNF66
ENSG00000160460 AC020929.1
ENSG00000160766 GBAP1
ENSG00000160862 AZGP1
ENSG00000161132 AC007663.1
ENSG00000162032 SPSB3
ENSG00000162148 PPP1R32
ENSG00000162461 SLC25A34
ENSG00000162494 LRRC38
ENSG00000162511 LAPTM5
ENSG00000162745 OLFML2B
ENSG00000162997 PRORSD1P
ENSG00000163157 TMOD4
ENSG00000163354 DCST2
ENSG00000163623 NKX6-1
ENSG00000163661 PTX3
ENSG00000163703 CRELD1
ENSG00000163810 TGM4
ENSG00000163888 CAMK2N2
ENSG00000163915 IGF2BP2-AS1
ENSG00000164049 FBXW12
ENSG00000164116 GUCY1A1
ENSG00000164185 ZNF474
ENSG00000164398 ACSL6
ENSG00000164418 GRIK2
ENSG00000164485 IL22RA2
ENSG00000164796 CSMD3
ENSG00000165071 TMEM71
ENSG00000165072 MAMDC2
ENSG00000165323 FAT3
ENSG00000165507 DEPP1
ENSG00000165591 FAAH2
ENSG00000165685 TMEM52B
ENSG00000166126 AMN
ENSG00000166343 MSS51
ENSG00000166473 PKD1L2
ENSG00000166482 MFAP4
ENSG00000166816 LDHD
ENSG00000166831 RBPMS2
ENSG00000167046 AL357033.1
ENSG00000167680 SEMA6B
ENSG00000167701 GPT
ENSG00000167748 KLK1
ENSG00000167759 KLK13
ENSG00000167895 TMC8
ENSG00000167914 GSDMA
ENSG00000168070 MAJIN
ENSG00000168298 H1-4
ENSG00000168350 DEGS2
ENSG00000168405 CMAHP
ENSG00000168427 KLHL30
ENSG00000168539 CHRM1
ENSG00000168646 AXIN2
ENSG00000168772 CXXC4
ENSG00000168811 IL12A
ENSG00000169245 CXCL10
ENSG00000169554 ZEB2
ENSG00000169760 NLGN1
ENSG00000170075 GPR37L1
ENSG00000170178 HOXD12
ENSG00000170379 TCAF2
ENSG00000170381 SEMA3E
ENSG00000170579 DLGAP1
ENSG00000170667 RASA4B
ENSG00000171033 PKIA
ENSG00000171121 KCNMB3
ENSG00000171757 LRRC34
ENSG00000171811 CFAP46
ENSG00000171827 ZNF570
ENSG00000172243 CLEC7A
ENSG00000172349 IL16
ENSG00000172403 SYNPO2
ENSG00000172478 MAB21L4
ENSG00000172602 RND1
ENSG00000172748 ZNF596
ENSG00000172817 CYP7B1
ENSG00000173262 SLC2A14
ENSG00000173338 KCNK7
ENSG00000173705 SUSD5
ENSG00000173930 SLCO4C1
ENSG00000173947 PIFO
ENSG00000174137 FAM53A
ENSG00000174145 NWD2
ENSG00000174469 CNTNAP2
ENSG00000174473 GALNTL6
ENSG00000174482 LINGO2
ENSG00000174950 CD164L2
ENSG00000175093 SPSB4
ENSG00000175175 PPM1E
ENSG00000175189 INHBC
ENSG00000175294 CATSPER1
ENSG00000175497 DPP10
ENSG00000175564 UCP3
ENSG00000176125 UFSP1
ENSG00000176855 KRT18P28
ENSG00000176912 TYMSOS
ENSG00000176927 EFCAB5
ENSG00000176945 MUC20
ENSG00000177025 C19orf18
ENSG00000177096 PHETA2
ENSG00000177294 FBXO39
ENSG00000177551 NHLH2
ENSG00000178127 NDUFV2
ENSG00000178776 C5orf46
ENSG00000179044 EXOC3L1
ENSG00000179066 AC020907.1
ENSG00000179284 DAND5
ENSG00000179817 MRGPRX4
ENSG00000179978 NAIPP2
ENSG00000180264 ADGRD2
ENSG00000180389 ATP5F1EP2
ENSG00000180537 RNF182
ENSG00000180592 SKIDA1
ENSG00000180730 SHISA2
ENSG00000180834 MAP6D1
ENSG00000181240 SLC25A41
ENSG00000181634 TNFSF15
ENSG00000182183 SHISAL2A
ENSG00000182327 GLTPD2
ENSG00000182366 FAM87A
ENSG00000182393 IFNL1
ENSG00000182489 XKRX
ENSG00000182685 BRICD5
ENSG00000182752 PAPPA
ENSG00000182950 ODF3L1
ENSG00000183034 OTOP2
ENSG00000183196 CHST6
ENSG00000183347 GBP6
ENSG00000183508 TENT5C
ENSG00000183729 NPBWR1
ENSG00000183773 AIFM3
ENSG00000183837 PNMA3
ENSG00000183960 KCNH8
ENSG00000184156 KCNQ3
ENSG00000184185 KCNJ12
ENSG00000184347 SLIT3
ENSG00000184454 NCMAP
ENSG00000184788 SATL1
ENSG00000184828 ZBTB7C
ENSG00000184923 NUTM2A
ENSG00000185332 AC027601.1
ENSG00000185345 PRKN
ENSG00000185522 LMNTD2
ENSG00000185565 LSAMP
ENSG00000185633 NDUFA4L2
ENSG00000185736 ADARB2
ENSG00000186007 LEMD1
ENSG00000186026 ZNF284
ENSG00000186326 RGS9BP
ENSG00000186469 GNG2
ENSG00000186517 ARHGAP30
ENSG00000186648 CARMIL3
ENSG00000186831 KRT17P2
ENSG00000187037 GPR141
ENSG00000187492 CDHR4
ENSG00000187653 TMSB4XP8
ENSG00000187838 PLSCR3
ENSG00000188100 FAM25A
ENSG00000188234 AGAP4
ENSG00000188660 LINC00319
ENSG00000188681 TEKT4P2
ENSG00000188763 FZD9
ENSG00000188783 PRELP
ENSG00000189068 VSTM1
ENSG00000189223 PAX8-AS1
ENSG00000196104 SPOCK3
ENSG00000196188 CTSE
ENSG00000196263 ZNF471
ENSG00000196381 ZNF781
ENSG00000196407 THEM5
ENSG00000196684 HSH2D
ENSG00000196734 LCE1B
ENSG00000196876 SCN8A
ENSG00000197084 LCE1C
ENSG00000197301 HMGA2-AS1
ENSG00000197406 DIO3
ENSG00000197479 PCDHB11
ENSG00000197580 BCO2
ENSG00000198003 CCDC151
ENSG00000198092 TMPRSS11F
ENSG00000198108 CHSY3
ENSG00000198353 HOXC4
ENSG00000198483 ANKRD35
ENSG00000198535 C2CD4A
ENSG00000198542 ITGBL1
ENSG00000198711 SSBP3-AS1
ENSG00000198885 ITPRIPL1
ENSG00000198934 MAGEE1
ENSG00000198939 ZFP2
ENSG00000201592 AL732366.1
ENSG00000203392 AC105020.1
ENSG00000203785 SPRR2E
ENSG00000203930 LINC00632
ENSG00000204176 SYT15
ENSG00000204177 BMS1P1
ENSG00000204257 HLA-DMA
ENSG00000204624 DISP3
ENSG00000204792 LINC01291
ENSG00000204934 ATP6V0E2-AS1
ENSG00000204941 PSG5
ENSG00000204956 PCDHGA1
ENSG00000204962 PCDHA8
ENSG00000205363 INSYN1
ENSG00000205560 CPT1B
ENSG00000205562 AL049775.1
ENSG00000205611 LINC01597
ENSG00000205771 CATSPER2P1
ENSG00000205835 GMNC
ENSG00000205930 C21orf62-AS1
ENSG00000206417 H1FX-AS1
ENSG00000206557 TRIM71
ENSG00000212900 KRTAP3-2
ENSG00000213073 AL353625.1
ENSG00000213080 AL354714.2
ENSG00000213468 FIRRE
ENSG00000213513 IMPDH1P5
ENSG00000213763 ACTBP2
ENSG00000213937 CLDN9
ENSG00000213943 KRT18P17
ENSG00000213958 KRT18P29
ENSG00000214145 LINC00887
ENSG00000214207 KRT18P10
ENSG00000214274 ANG
ENSG00000214391 TUBAP2
ENSG00000214562 NUTM2D
ENSG00000214711 CAPN14
ENSG00000214837 LINC01347
ENSG00000214860 EVPLL
ENSG00000215067 ALOX12-AS1
ENSG00000215089 KRT18P11
ENSG00000215386 MIR99AHG
ENSG00000215784 FAM72D
ENSG00000215915 ATAD3C
ENSG00000218980 FTH1P15
ENSG00000220161 LINC02076
ENSG00000221164 SNORA11F
ENSG00000221539 SNORD99
ENSG00000221994 ZNF630
ENSG00000221995 TIAF1
